DrahtBot,2019-03-04T20:54:13Z,"<!--e57a25ab6845829454e8d69fc972939a-->\n\nThe following sections might be updated with supplementary metadata relevant to reviewers and maintainers.\n\n<!--174a7506f384e20aa4161008e828411d-->\n### Conflicts\nReviewers, this pull request conflicts with the following ones:\n\n* [#15382](https://drahtbot.github.io/bitcoin_core_issue_redirect/r/15382.html) ([util] add runCommandParseJSON by Sjors)\n\",https://github.com/bitcoin/bitcoin/pull/15529#issuecomment-469417628,469417628,
ken2812221,2019-03-12T14:01:12Z,"I would prefer to use absolute path here because people may double click the script on their computer instead of running it in `cmd`, maybe you could add `MSVC_DIR` right after `SOURCE_DIR`\n```python3\nMSVC_DIR =  os.path.abspath(os.path.dirname(__file__))\n```\nand use\n```python3\nwith open(os.path.join(MSVC_DIR, 'Directory.Build.props'), 'r', encoding='utf-8') as rfile:\n```\n",https://github.com/bitcoin/bitcoin/pull/15529#discussion_r264692837,264692837,build_msvc/msvc-autogen.py
ken2812221,2019-03-12T14:05:27Z,"This would change the existing file that tracked by git. I think you could use `@QtBaseDir@` or something else that easy to locate the content and save the template to `Directory.Build.props.in`. Write to `Directory.Build.props` when we run the script. Then, the code could be two simple `replace()` function.",https://github.com/bitcoin/bitcoin/pull/15529#discussion_r264695014,264695014,build_msvc/msvc-autogen.py
ken2812221,2019-03-12T14:08:44Z,"I would prefer to use shutil to copy the files. Also, use absolute file path instead.",https://github.com/bitcoin/bitcoin/pull/15529#discussion_r264696662,264696662,build_msvc/msvc-autogen.py
ken2812221,2019-03-12T14:12:49Z,nit: and non-MSVC,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r264698830,264698830,src/compat/byteswap.h
ken2812221,2019-03-12T14:14:16Z,Comment code should be removed.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r264699569,264699569,src/qt/walletmodel.h
ken2812221,2019-03-12T14:14:24Z,Comment code should be removed.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r264699664,264699664,src/qt/walletmodel.cpp
ken2812221,2019-03-12T14:14:32Z,Comment code should be removed.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r264699728,264699728,src/qt/walletmodel.h
ken2812221,2019-03-12T14:26:42Z,The WholeProgramOptimization is to make sure that the generated cache is not too big to reduce cache save/load time. I remember that the cache could be over 1GB without this setting so that we can't store it with free appveyor plan.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r264706218,264706218,.appveyor.yml
ken2812221,2019-03-12T14:28:38Z,If you change the python code not to use regular expression. It could be single slash here.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r264707339,264707339,.appveyor.yml
ken2812221,2019-03-12T14:42:01Z,This seems like only changing tab size from 4 to 5?,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r264714274,264714274,build_msvc/bitcoin.sln
ken2812221,2019-03-12T14:50:29Z,"```suggestion\n        uint64_t check = (uint64_t)1 << i;\n```\nfollow #14151",https://github.com/bitcoin/bitcoin/pull/15529#discussion_r264718678,264718678,src/qt/guiutil.cpp
sipsorcery,2019-03-12T19:56:21Z,The WholeProgramOptimization is off by default and I removed the cases where it was being set in individual project files.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r264857538,264857538,.appveyor.yml
sipsorcery,2019-03-12T19:58:57Z,Not sure what you mean here?,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r264858518,264858518,src/compat/byteswap.h
sipsorcery,2019-03-12T20:02:13Z,"Good point, didn't think of that.",https://github.com/bitcoin/bitcoin/pull/15529#discussion_r264859731,264859731,build_msvc/msvc-autogen.py
practicalswift,2019-03-19T13:14:25Z,Check if it is defined instead?,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r266878279,266878279,src/compat/byteswap.h
practicalswift,2019-03-19T13:23:16Z,Nit: Could run `yapf` on the diff to get the proper formatting? See @MarcoFalke's https://github.com/MarcoFalke/yapf-diff,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r266882273,266882273,build_msvc/msvc-autogen.py
NicolasDorier,2019-06-29T08:51:39Z,is this meant to work if you ran the vcpkg above?,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r298793230,298793230,build_msvc/README.md
NicolasDorier,2019-06-29T08:56:24Z,why are you duplicating those lines? If a property should be set for any configuration then just wrap it in a `ItemDefinitionGroup` which does not have a `Condition` clause.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r298793330,298793330,build_msvc/bitcoin-qt/bitcoin-qt.vcxproj
NicolasDorier,2019-06-29T08:56:55Z,normal that there is two guid?,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r298793346,298793346,build_msvc/bitcoin.sln
NicolasDorier,2019-06-29T08:58:07Z,"`<QtBaseDir Condition=""'$(QtBaseDir)'==''"">` this allow somebody to put Qt where he wants (and specify it in the `common.init.vcxproj.user` of https://github.com/bitcoin/bitcoin/pull/16309)\n\nI think that the default value should be empty, even if it crashes.",https://github.com/bitcoin/bitcoin/pull/15529#discussion_r298793362,298793362,build_msvc/common.init.vcxproj
sipsorcery,2019-06-29T09:01:15Z,Not necessarily. Building Qt is an exercise in perseverance. I typically find the build fails over 10 times before eventually working. This is not very comforting for repeatable and/or reliable builds and a superior alternative would be if the official Qt binaries contained static libraries. My compromise is to provide my own successful build as a download.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r298793431,298793431,build_msvc/README.md
NicolasDorier,2019-06-30T01:40:50Z,This should be in the `bitcoin-qt.vcxproj`,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r298815490,298815490,build_msvc/common.init.vcxproj
NicolasDorier,2019-06-30T01:41:45Z,"If you remove what is repeated in the `bitcoin-qt` project, you don't have to declare anything more than `QtBaseDir`",https://github.com/bitcoin/bitcoin/pull/15529#discussion_r298815498,298815498,build_msvc/common.init.vcxproj
practicalswift,2019-08-01T08:33:36Z,Nit: No newline at end of file.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r309581928,309581928,build_msvc/test_bitcoin-qt/test_bitcoin-qt.vcxproj
practicalswift,2019-08-01T08:34:27Z,Nit: No newline at end of file.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r309582287,309582287,build_msvc/.gitignore
practicalswift,2019-08-01T08:34:39Z,Nit: No newline at end of file.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r309582371,309582371,build_msvc/bitcoin-qt/bitcoin-qt.vcxproj
MarcoFalke,2019-08-02T17:01:18Z,What are the comments in this file?,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r310218366,310218366,.appveyor.yml
sipsorcery,2019-08-02T18:21:53Z,The comments are there for devs who would like to get artifacts from the appveyor build. The official decision was not to generate binaries from the Bitcoin Core build since it's not trusted. But it's still useful to provide the commented steps for devs who make a deliberate decision to enable artifacts.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r310246423,310246423,.appveyor.yml
sipsorcery,2019-08-02T18:22:32Z,Fixed.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r310246652,310246652,build_msvc/test_bitcoin-qt/test_bitcoin-qt.vcxproj
sipsorcery,2019-08-02T18:22:40Z,Fixed.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r310246692,310246692,build_msvc/.gitignore
sipsorcery,2019-08-02T18:22:49Z,Fixed.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r310246742,310246742,build_msvc/bitcoin-qt/bitcoin-qt.vcxproj
MarcoFalke,2019-08-02T19:08:30Z,"Ah, so you could keep this 7z command uncommented, but leave the artifacts below commented?\n\nno strong opinion, though",https://github.com/bitcoin/bitcoin/pull/15529#discussion_r310262289,310262289,.appveyor.yml
MarcoFalke,2019-08-02T19:08:39Z,Why is this needed?,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r310262351,310262351,.appveyor.yml
MarcoFalke,2019-08-02T19:09:26Z,"Please see:\n\n*  [MSVC] Copy build output to src/ automatically after build #16308 ",https://github.com/bitcoin/bitcoin/pull/15529#discussion_r310262566,310262566,.appveyor.yml
sipsorcery,2019-08-02T19:20:21Z,Good spot. No manual step required to move the binaries for testing since Nicolas added the equivalent task to the project file.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r310266009,310266009,.appveyor.yml
fanquake,2019-08-04T01:13:32Z,Should this use the new syntax from #16483? `py -3 msvc-autogen.py`,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r310366941,310366941,build_msvc/README.md
fanquake,2019-08-04T01:17:54Z,"```suggestion\nThe [external dependencies](https://github.com/bitcoin/bitcoin/blob/master/doc/dependencies.md) required for building are:\n```",https://github.com/bitcoin/bitcoin/pull/15529#discussion_r310367010,310367010,build_msvc/README.md
fanquake,2019-08-04T01:28:44Z,"This is a bit of an ugly blob to have in the README.md. I assume it will remain fairly static?\n\nYou should be able to swap `-qt-libjpeg` for `-no-libjpeg` after #16441.",https://github.com/bitcoin/bitcoin/pull/15529#discussion_r310367143,310367143,build_msvc/README.md
fanquake,2019-08-04T01:35:38Z,"```suggestion\n     PS >py -3 msvc-autogen.py\n```",https://github.com/bitcoin/bitcoin/pull/15529#discussion_r310367267,310367267,build_msvc/README.md
sipsorcery,2019-08-10T17:10:39Z,I agree it's very ugly. It could be left out however if another dev wants to build Qt on Windows to link with Bitcoin Core it's a very useful starting point. I've adjusted the libjpeg option in advance.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r312709687,312709687,build_msvc/README.md
sipsorcery,2019-08-10T17:10:53Z,Yes it should. Fixed.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r312709691,312709691,build_msvc/README.md
fanquake,2019-09-08T04:15:18Z,`double-conversion` is missing here,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r321991100,321991100,build_msvc/README.md
sipsorcery,2019-09-08T08:07:48Z,Thanks for reviewing! The `secp256k1` and `leveldb` packages aren't required anymore either since they're now included as source projects. I'll fix it up.,https://github.com/bitcoin/bitcoin/pull/15529#discussion_r321996565,321996565,build_msvc/README.md
hebasto,2021-09-08T09:22:48Z,"@NicolasDorier \n\nSee https://github.com/bitcoin/bitcoin/pull/22890/commits/5e42f2ad26d35950405480f3eea2ed73fdfba841 in #22890.",https://github.com/bitcoin/bitcoin/pull/15529#discussion_r704227978,704227978,build_msvc/common.init.vcxproj
