DrahtBot,2021-01-24 23:59:36,"<!--e57a25ab6845829454e8d69fc972939a-->\n\nThe following sections might be updated with supplementary metadata relevant to reviewers and maintainers.\n\n<!--174a7506f384e20aa4161008e828411d-->\n### Conflicts\nReviewers, this pull request conflicts with the following ones:\n\n* [#23441](https://github.com/bitcoin/bitcoin/pull/23441) (fuzz: Differential fuzzing for ChaCha20Forward4064-Poly1305@bitco",https://github.com/bitcoin/bitcoin/pull/20962#issuecomment-766463849,766463849,
jonasschnelli,2021-01-29 08:47:43,Rebased,https://github.com/bitcoin/bitcoin/pull/20962#issuecomment-769666976,769666976,
PastaPastaPasta,2021-05-23 17:36:26,@sipa @jonasschnelli Is there a reason why this PR has stalled?,https://github.com/bitcoin/bitcoin/pull/20962#issuecomment-846598517,846598517,
dhruv,2021-08-23 20:39:25,I will be taking on this PR. Rebased with master. Addressed my own comments. Ready for further review.,https://github.com/bitcoin/bitcoin/pull/20962#issuecomment-904108753,904108753,
dhruv,2021-09-12 21:48:47,Comments from @stratospher addressed. Ready for further review.,https://github.com/bitcoin/bitcoin/pull/20962#issuecomment-917716402,917716402,
dhruv,2021-10-10 04:52:13,Addressed https://github.com/bitcoin/bitcoin/pull/23233#discussion_r725442331 - ready for further review,https://github.com/bitcoin/bitcoin/pull/20962#issuecomment-939406631,939406631,
dhruv,2021-10-22 18:15:22,"Thank you for the great diagrams, @stratospher ! They'll come in handy at a future review club meeting and in docs.\n\nReview comments addressed. Rebased. Ready for further review.",https://github.com/bitcoin/bitcoin/pull/20962#issuecomment-949861062,949861062,
dhruv,2021-11-04 19:35:15,Addressed comments. Rebased against master to get the changes from #22735 which are needed to bring them into #23233 (downstream of this PR branch). Ready for further review.,https://github.com/bitcoin/bitcoin/pull/20962#issuecomment-961356337,961356337,
dhruv,2021-06-25 20:32:30,Should this be `K_2`?,https://github.com/bitcoin/bitcoin/pull/20962#discussion_r659021347,659021347,src/crypto/chacha_poly_aead.h
dhruv,2021-06-25 22:29:19,"(nit): ""AEAD state changes (can't be called multiple times)"" -> ""AAD keystream will advance. As a result, DecryptLength() cannot be called multiple times to get the same result. The caller must cache the result for re-use.""",https://github.com/bitcoin/bitcoin/pull/20962#discussion_r659066917,659066917,src/crypto/chacha_poly_aead.h
dhruv,2021-06-25 22:49:13,"nit: `[[nodiscard]]` ?\n\nAlso, can we add to the comments: ""Returns true if encipher succeeds. Upon failure, the data at `dest` should not be used""",https://github.com/bitcoin/bitcoin/pull/20962#discussion_r659072624,659072624,src/crypto/chacha_poly_aead.h
