DrahtBot,2019-06-18 04:20:18,"<!--e57a25ab6845829454e8d69fc972939a-->\n\nThe following sections might be updated with supplementary metadata relevant to reviewers and maintainers.\n\n<!--174a7506f384e20aa4161008e828411d-->\n### Conflicts\nReviewers, this pull request conflicts with the following ones:\n\n* [#16341](https://drahtbot.github.io/bitcoin_core_issue_redirect/r/16341.html) (WIP: Introduce ScriptPubKeyMan interface an",https://github.com/bitcoin/bitcoin/pull/16227#issuecomment-502940054,502940054,
l2a5b1,2019-06-30 11:15:32,In the spirit of this pull request it could make sense to choose composition of `FillableSigningProvider` over inheritance.,https://github.com/bitcoin/bitcoin/pull/16227#discussion_r298828968,298828968,src/wallet/wallet.h
achow101,2019-06-30 14:04:48,"I think it is fine to leave it here. Making it a pure interface does make sense, but I don't think I will do that here.",https://github.com/bitcoin/bitcoin/pull/16227#discussion_r298835885,298835885,src/script/signingprovider.h
achow101,2019-06-30 14:15:23,We do that later with the rest of the restructure with the introduction of the `ScriptPubKeyMan`. I'm not sure that it makes sense to make it a member now rather than later where a bunch of things will also change.,https://github.com/bitcoin/bitcoin/pull/16227#discussion_r298836319,298836319,src/wallet/wallet.h
kallewoof,2019-07-09 05:55:40,"In 3408fd14267cd0d3f57af73f6ba870edd805ecb0\n\nIs there a reason why some of the methods here are non-virtual? Writing a subclass of this one could easily assume that an override works where it sometimes won't. Recommend adding `virtual` to all of them for simplicity.",https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301406541,301406541,src/keystore.h
kallewoof,2019-07-09 06:03:12,Nit: `p` comes before `s` (move this one line down).,https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301408391,301408391,src/bench/ccoins_caching.cpp
kallewoof,2019-07-09 06:03:50,Nit: `p` comes before `s` (move this 4 lines down).,https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301408511,301408511,src/bitcoin-tx.cpp
kallewoof,2019-07-09 06:05:11,Nit: swap order for alphabeticality (as in other places).,https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301408821,301408821,src/rpc/rawtransaction_util.cpp
kallewoof,2019-07-09 06:05:45,Nit: move to L27 for alphabeticality.,https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301408943,301408943,src/rpc/rawtransaction.cpp
kallewoof,2019-07-09 06:06:06,Nit: 2 lines down.,https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301409027,301409027,src/rpc/util.cpp
kallewoof,2019-07-09 06:06:23,"Nit: `i` comes before `t`\n\n(I am leaving the ones so far as is, as you seem to have paid some attention to ordering of includes, but I am not bringing this up in future occurrences during this review.)",https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301409105,301409105,src/script/sign.cpp
kallewoof,2019-07-09 06:07:58,"Alternative, feel free to ignore:\n\n```C++\nif (it == map.end()) return false;\nvalue = it->second;\nreturn true;\n```",https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301409521,301409521,src/script/signingprovider.cpp
Sjors,2019-07-09 13:39:57,nit: don't forget to rename the commit,https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301591585,301591585,src/keystore.cpp
Sjors,2019-07-09 13:41:50,nit: don't lose this comment,https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301592547,301592547,src/keystore.h
Sjors,2019-07-09 14:24:53,Why is this safe to remove?,https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301615223,301615223,src/script/signingprovider.cpp
Sjors,2019-07-09 14:37:51,How does solvability play into this?,https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301622589,301622589,src/script/signingprovider.h
achow101,2019-07-09 19:53:40,"It's moved, so I'll just leave it as is.",https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301765400,301765400,src/script/signingprovider.cpp
achow101,2019-07-09 20:10:06,Made them virtual.,https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301771788,301771788,src/keystore.h
achow101,2019-07-09 20:10:16,Fixed the order here and everywhere.,https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301771849,301771849,src/bench/ccoins_caching.cpp
achow101,2019-07-09 20:10:35,Added it back,https://github.com/bitcoin/bitcoin/pull/16227#discussion_r301771947,301771947,src/keystore.h
instagibbs,2019-07-11 20:06:06,mu-nit: code commend above should be removed as well,https://github.com/bitcoin/bitcoin/pull/16227#discussion_r302720176,302720176,src/keystore.h
instagibbs,2019-07-11 20:24:39,"This is only called directly after adding the privkey or watchonly key:\n\n```\nCCryptoKeyStore::AddCryptedKey\nCBasicKeyStore::AddKeyPubKey\nCBasicKeyStore::AddWatchOnly\n```\nperhaps leave a comment at the top of this function to the effect.",https://github.com/bitcoin/bitcoin/pull/16227#discussion_r302727073,302727073,src/script/signingprovider.cpp
