meshcollider,2020-05-04 23:42:42,Concept ACK,https://github.com/bitcoin/bitcoin/pull/18870#issuecomment-623764962,623764962,
DrahtBot,2020-05-27 21:23:54,"<!--e57a25ab6845829454e8d69fc972939a-->\n\nThe following sections might be updated with supplementary metadata relevant to reviewers and maintainers.\n\n<!--174a7506f384e20aa4161008e828411d-->\n### Conflicts\nReviewers, this pull request conflicts with the following ones:\n\n* #19077 (wallet: Add sqlite as an alternative wallet database and use it for new descriptor wallets by achow101)\n* #16546 ",https://github.com/bitcoin/bitcoin/pull/18870#issuecomment-634948778,634948778,
achow101,2020-07-10 15:28:00,This seems to still be a bit problematic because of those transaction logs. So closing for now.,https://github.com/bitcoin/bitcoin/pull/18870#issuecomment-656735241,656735241,
luke-jr,2020-05-04 22:10:53,"Add ...`"" and you will be legally required to publish the source code for your node, and modify it to inform peers and RPC clients where to download it.""`\n\nOr maybe just say 6.0 isn't supported (and reject it in configure?).",https://github.com/bitcoin/bitcoin/pull/18870#discussion_r419759273,419759273,doc/build-unix.md
luke-jr,2020-05-04 22:11:12,(This is due to BDB 6.0+ being only available under the AGPL-3 license),https://github.com/bitcoin/bitcoin/pull/18870#discussion_r419759427,419759427,doc/build-unix.md
MarcoFalke,2020-05-04 22:19:38,"Any reason to lower the minimum? I am not aware of a single user or even operating system that provides this version. The only versions that we have been testing in the past are 4.8, 5.1 and 5.3",https://github.com/bitcoin/bitcoin/pull/18870#discussion_r419762889,419762889,doc/dependencies.md
sipa,2020-05-04 22:24:19,"> I am not aware of a single user or even operating system that provides this version.\n\nYou mean you don't want to retain compatibility with Bitcoin Core releases before 0.4.0 (when the BDB dependency was changed from 4.7 to 4.8)? :p",https://github.com/bitcoin/bitcoin/pull/18870#discussion_r419764720,419764720,doc/dependencies.md
achow101,2020-05-04 23:13:48,It was done just for completeness since 4.7 does technically work.,https://github.com/bitcoin/bitcoin/pull/18870#discussion_r419782273,419782273,doc/dependencies.md
achow101,2020-05-05 00:08:17,That's a good point. I've dropped `--with--incompatible-bdb` and just made 6.0+ not a valid option.,https://github.com/bitcoin/bitcoin/pull/18870#discussion_r419798689,419798689,doc/build-unix.md
achow101,2020-05-05 00:08:31,I've set it back to 4.8 as the minimum.,https://github.com/bitcoin/bitcoin/pull/18870#discussion_r419798789,419798789,doc/dependencies.md
jonatack,2020-05-05 18:49:42,nit: s/linux/Linux/,https://github.com/bitcoin/bitcoin/pull/18870#discussion_r420331957,420331957,doc/build-unix.md
jonatack,2020-05-05 18:52:22,s/Releases/Bitcoin Core releases/ (to avoid confusion with BDB releases),https://github.com/bitcoin/bitcoin/pull/18870#discussion_r420333440,420333440,doc/build-unix.md
jonatack,2020-05-05 18:55:39,suggestion: s/6.0/versions 6.0/,https://github.com/bitcoin/bitcoin/pull/18870#discussion_r420335255,420335255,doc/build-unix.md
jonatack,2020-05-05 18:58:55,"suggestion:\n```diff\n-However the database transaction log files do have incompatible formats. But these log files are only relevant in unclean wallet closes.\n+The database transaction log files do have incompatible formats, but these log\n+files are only relevant if the wallet closes uncleanly.\n```",https://github.com/bitcoin/bitcoin/pull/18870#discussion_r420337066,420337066,doc/build-unix.md
jonatack,2020-05-05 18:59:53,s/BDB/BerkeleyDB/,https://github.com/bitcoin/bitcoin/pull/18870#discussion_r420337613,420337613,doc/build-unix.md
ryanofsky,2020-05-07 12:54:54,"> If it is not cleanly closed, then a\n> build using the same version of BDB will need to be used to open and close that wallet to guarantee that\n\nWhat exactly happens in this case? Is there a clear error aborting the wallet load and saying there's a version discrepancy? Or is the wallet allowed to load with incomplete data? If it's the first, then this PR seems good. If it's the second, then",https://github.com/bitcoin/bitcoin/pull/18870#discussion_r421480706,421480706,doc/build-unix.md
achow101,2020-05-07 15:42:52,"> Or is the wallet allowed to load with incomplete data?\n\nThe wallet is allowed to load. The logs are moved to a backup directory and an error is logged to both the debug.log and db.log. Unless the user is actively monitoring one of those files, they wouldn't know that there is an error and potential data loss.",https://github.com/bitcoin/bitcoin/pull/18870#discussion_r421604853,421604853,doc/build-unix.md
achow101,2020-05-07 15:44:46,Done,https://github.com/bitcoin/bitcoin/pull/18870#discussion_r421606129,421606129,doc/build-unix.md
achow101,2020-05-07 15:44:51,Done,https://github.com/bitcoin/bitcoin/pull/18870#discussion_r421606198,421606198,doc/build-unix.md
achow101,2020-05-07 15:44:55,Done,https://github.com/bitcoin/bitcoin/pull/18870#discussion_r421606253,421606253,doc/build-unix.md
achow101,2020-05-07 15:45:00,Done,https://github.com/bitcoin/bitcoin/pull/18870#discussion_r421606315,421606315,doc/build-unix.md
achow101,2020-05-07 15:45:05,Done,https://github.com/bitcoin/bitcoin/pull/18870#discussion_r421606369,421606369,doc/build-unix.md
ryanofsky,2020-05-07 16:48:27,"Part after ""to guarantee that no data is lost"" seems misleading and not specific enough when there's not a good indication of lost data. Would change to ""If not cleanly closed, then builds with the newer versions of BerkeleyDB will recover using all available log data, but builds with older versions of BerkeleyDB will open the wallet potentially not using all of the recovery data.""\n\nre: https:",https://github.com/bitcoin/bitcoin/pull/18870#discussion_r421647964,421647964,doc/build-unix.md
achow101,2020-05-07 17:50:04,"I think we could just remove the behavior where we remove the log files and retry, especially if we are getting a `DB_RUNRECOVERY` error, which, as the name implies, means that BDB thinks we should be doing recovery procedures. This is the error that it returns when the wrong log version is found.",https://github.com/bitcoin/bitcoin/pull/18870#discussion_r421685027,421685027,doc/build-unix.md
ryanofsky,2020-05-07 18:12:59,"> I think we could just remove the behavior where we remove the log files and retry, especially if we are getting a `DB_RUNRECOVERY` error, which, as the name implies, means that BDB thinks we should be doing recovery procedures. This is the error that it returns when the wrong log version is found.\n\nYes, I might have been too pessimistic about how often the recovery case would happen. That id",https://github.com/bitcoin/bitcoin/pull/18870#discussion_r421698704,421698704,doc/build-unix.md
Sjors,2020-05-08 13:27:11,"Thanks, that seems safer given that Travis only lets us test new versions of BDB against the 4.8 hardcode in previous releases, and I don't see us adding 0.4.0 to the previous release test suite (though that would be cool). ",https://github.com/bitcoin/bitcoin/pull/18870#discussion_r422141945,422141945,doc/dependencies.md
