practicalswift,2019-12-28 01:02:12,Concept ACK,https://github.com/bitcoin/bitcoin/pull/17805#issuecomment-569371468,569371468,
emilengler,2019-12-28 19:19:25,"> I think this test should be added to the existing rpc_whitelist.py test with which this test shares the same imports and rpccall code.\n\nThey are two different options. The test would be to big to test both.",https://github.com/bitcoin/bitcoin/pull/17805#issuecomment-569444195,569444195,
jonatack,2019-12-28 19:52:50,"> > I think this test should be added to the existing rpc_whitelist.py test with which this test shares the same imports and rpccall code.\n> \n> They are two different options. The test would be to big to test both.\n\nThe tests can be organised into different methods within the same test class and file. Many functional test files are much larger than this one would become. Have a look at the",https://github.com/bitcoin/bitcoin/pull/17805#issuecomment-569446334,569446334,
emilengler,2019-12-28 20:18:11,"Even if the featrue is very similar, they test both two different things. `rpc_whitelist.py` tests permissions, invalid syntaxes, etc.\nThis test tests if users can even do something but is not limited to specific permissions",https://github.com/bitcoin/bitcoin/pull/17805#issuecomment-569448072,569448072,
emilengler,2019-12-29 23:32:04,"> However have you considered to use just one node? Like\n\nYes but after all I believe this would make the code much messier because I would need to re-implement some functions. This is probably the most cleanest way on how to do it",https://github.com/bitcoin/bitcoin/pull/17805#issuecomment-569552088,569552088,
DrahtBot,2020-01-04 00:02:40,<!--e57a25ab6845829454e8d69fc972939a-->\n\nThe following sections might be updated with supplementary metadata relevant to reviewers and maintainers.\n\n<!--174a7506f384e20aa4161008e828411d-->\n### Conflicts\nNo conflicts as of last run.,https://github.com/bitcoin/bitcoin/pull/17805#issuecomment-570734448,570734448,
fanquake,2021-08-18 08:05:16,"Closing as ""Up for grabs"". If these tests are going to be added, I think adding them to the existing `rpc_whitelist.py` is the better approach, as well as using a single node as suggested.",https://github.com/bitcoin/bitcoin/pull/17805#issuecomment-900907987,900907987,
promag,2019-12-27 23:03:21,"nit, use `.format(method)`. Same above.",https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361759336,361759336,test/functional/rpc_whitelistdefault.py
promag,2019-12-27 23:05:48,typo.,https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361759518,361759518,test/functional/rpc_whitelistdefault.py
promag,2019-12-27 23:05:54,"nit, sort",https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361759537,361759537,test/functional/rpc_whitelistdefault.py
jonatack,2019-12-28 18:46:45,"nit: os, http and urllib imports above project-level imports with a line between them (look at the other functional tests)",https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361808509,361808509,test/functional/rpc_whitelistdefault.py
jonatack,2019-12-28 18:47:33,nit: comma at EOL so it doesn't need to be touched if adding a method below it,https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361808530,361808530,test/functional/rpc_whitelistdefault.py
jonatack,2019-12-28 18:49:13,"""specified"" -- typo here and lines 91 and 94 below",https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361808599,361808599,test/functional/rpc_whitelistdefault.py
jonatack,2019-12-28 18:50:36,"remove the extra line at EOF, and insert a line between lines 96 and 98",https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361808648,361808648,test/functional/rpc_whitelistdefault.py
jonatack,2019-12-28 18:57:50,perhaps hoist 200 and 403 to constants like HTTP_OK and HTTP_FORBIDDEN,https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361808883,361808883,test/functional/rpc_whitelistdefault.py
jonatack,2019-12-28 19:00:46,perhaps add `self.setup_clean_chain = False` for explicitness,https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361808985,361808985,test/functional/rpc_whitelistdefault.py
emilengler,2019-12-28 19:20:31,Done,https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361809720,361809720,test/functional/rpc_whitelistdefault.py
emilengler,2019-12-28 19:21:12,The comma is at the end of every line or am I getting it wrong?,https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361809748,361809748,test/functional/rpc_whitelistdefault.py
emilengler,2019-12-28 19:22:48,The linter cries if there is no new line ant the end of the file. See PEP 8,https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361809806,361809806,test/functional/rpc_whitelistdefault.py
emilengler,2019-12-28 19:23:38,This is a featrue for another PR. Other tests use the plain codes as well,https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361809845,361809845,test/functional/rpc_whitelistdefault.py
emilengler,2019-12-28 19:24:01,It doesn't matter anyway as this isn't a chain related test,https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361809871,361809871,test/functional/rpc_whitelistdefault.py
jonatack,2019-12-28 19:42:02,"It is false by default (see test_framework.py::L96), but most tests set it explicitly even when false. It matters a bit for test speed as it controls whether or not to use the cached data directories for the test setup.",https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361810612,361810612,test/functional/rpc_whitelistdefault.py
jonatack,2019-12-28 19:42:54,Have a look at example_test.py,https://github.com/bitcoin/bitcoin/pull/17805#discussion_r361810642,361810642,test/functional/rpc_whitelistdefault.py
