fanquake,2016-08-03T04:53:31Z,We'll need to add `mempool.dat` to doc/files.md\n,https://github.com/bitcoin/bitcoin/pull/8448#issuecomment-237138396,237138396,
dcousens,2016-08-03T06:43:56Z,Why not behind a command line flag?\n,https://github.com/bitcoin/bitcoin/pull/8448#issuecomment-237155942,237155942,
laanwj,2016-08-03T06:55:45Z,"Concept ACK. \n\n> Why not behind a command line flag?\n\nAgreed. It can be enabled by default.\nBut people may want to disable this functionality, the per-10 minute dump could interfere with benchmarks and such for example.\n",https://github.com/bitcoin/bitcoin/pull/8448#issuecomment-237157818,237157818,
paveljanik,2016-08-03T07:30:19Z,"Concept ACK\n\n```\n000000e0  7a 8e 6e 84 83 ab c4 ca  20 fb 9b 88 ac 00 00 00  |z.n..... .......|\n000000f0  00 00 00 00 00 0f 6a 0d  48 61 6c 6c 6f 55 62 69  |......j.HalloUbi|\n00000100  72 63 68 74 21 00 00 00  00 0d 9a a1 57 00 00 00  |rcht!.......W...|\n```\n\nAs we dump raw txes from the mempool, this will conflict with current status of ""antivirus-compliant"" storage and dumping `mempool.da",https://github.com/bitcoin/bitcoin/pull/8448#issuecomment-237163938,237163938,
paveljanik,2016-08-03T07:30:37Z,"2016-08-03 07:29:00 Dumped mempool: 1.9e-05s to copy, 0.005925s to dump\n",https://github.com/bitcoin/bitcoin/pull/8448#issuecomment-237164001,237164001,
laanwj,2016-08-03T08:35:28Z,"> As we dump raw txes from the mempool, this will conflict with current status of ""antivirus-compliant"" storage and dumping mempool.dat can stop the bitcoind from running, ie. new DoS vector.\n\nA fair point. Though a missing, or corrupted mempool.dat should never cause bitcoind to stop running. At most this will lose the mempool contents (at next start) due to the file being quarantined.\n",https://github.com/bitcoin/bitcoin/pull/8448#issuecomment-237177243,237177243,
dcousens,2016-08-03T08:44:48Z,More XOR?\n,https://github.com/bitcoin/bitcoin/pull/8448#issuecomment-237179183,237179183,
pstratem,2016-08-03T08:57:04Z,Indeed this probably should be XOR'd with a random key.\n,https://github.com/bitcoin/bitcoin/pull/8448#issuecomment-237181848,237181848,
paveljanik,2016-08-03T10:05:36Z,> At most this will lose the mempool contents due to the file being quarantined.\n\nAV can be configured to stop `bitcoind` with a dialog: “This app is writing a virus to your disk. OK | Error”. This is outside of `bitcoind`…\n,https://github.com/bitcoin/bitcoin/pull/8448#issuecomment-237197059,237197059,
jonasschnelli,2016-08-03T14:16:10Z,"Concept ACK and the code size is surprisingly small!\n\nThe only thing that I miss (not directly related to this PR) is an opportunity to keep a history of some major mempool data (feerate, size, tx rate, etc.). Another option would be keeping ~24*6 dumps per day that would could be stored in file-diff-deltas to allow generating any types of statistics.\n",https://github.com/bitcoin/bitcoin/pull/8448#issuecomment-237249305,237249305,
morcos,2016-08-03T16:23:01Z,"I don't really see a huge benefit in doing this.  It seems like unless you are immediately restarting, you'll be wasting a lot of time trying to load already confirmed transactions or low fee spam.  That said I don't object to making it a command line argument, but I would suggest it default to off.\n\nWhat's the rationale for running it every 10 minutes?  You can copy it from one running node to ",https://github.com/bitcoin/bitcoin/pull/8448#issuecomment-237288245,237288245,
paveljanik,2016-08-03T16:45:27Z,"I think it should be off by default. And when it is, we can even skip XORing it, I think as it is expert level feature anyway.\n\nOr the other way: create a RPC to dump mempool and that's all. But this way we loose the save-on-restart feature which is nice (which can be worked around by `dumpmempool` and restart).\n",https://github.com/bitcoin/bitcoin/pull/8448#issuecomment-237294249,237294249,
sipa,2016-08-03T17:36:38Z,"@morcos The reason for dumping every 10 minutes is so that prioritization data is not lost in case of a crash.\n\nBut perhaps we should have separate files for that. prioritization.dat which is continuously dumped (maybe only after mapDeltas changed?), and mempool.dat which is only saved at shutdown?\n",https://github.com/bitcoin/bitcoin/pull/8448#issuecomment-237309685,237309685,
