dcousens,2015-11-05T20:47:04Z,concept ACK\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-154185478,154185478,
laanwj,2015-11-05T21:30:56Z,ACK\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-154198556,154198556,
MarcoFalke,2015-11-05T22:12:53Z,Concept ACK\n\n```\n$ ./contrib/devtools/git-subtree-check.sh src/secp256k1\nsrc/secp256k1 in HEAD was last updated to upstream commit 2bfb82b10edf0f0b0e366a12f94c8b21a914159d (tree 7a74d5de4d518bc5165feeeb75edb0ac4e8c5bea)\nsrc/secp256k1 in HEAD currently refers to tree 7a74d5de4d518bc5165feeeb75edb0ac4e8c5bea\nGOOD\n```\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-154211737,154211737,
fanquake,2015-11-06T02:35:17Z,Concept ACK. Will start testing shortly.\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-154265694,154265694,
jonasschnelli,2015-11-06T07:26:20Z,"Concept ACK.\n\nAwesome work! Many thanks to all contributors, especially @sipa and @gmaxwell.\nStarted testing now.\n",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-154333453,154333453,
paveljanik,2015-11-06T07:53:42Z,"In the build process, you run `gen_context`:\n\n```\ngcc -I./ -g -O2 -Wall -Wextra -Wno-unused-function -c src/gen_context.c -o gen_context.o\ngcc gen_context.o -o gen_context\n./gen_context\n```\n\nIs this compatible with our gitian/crossbuild processes?\n",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-154338772,154338772,
jonasschnelli,2015-11-06T07:56:27Z,@paveljanik: Yes. It is. I also tested a gitian build: https://bitcoin.jonasschnelli.ch/pulls/6954/\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-154339113,154339113,
jgarzik,2015-11-06T12:42:12Z,concept ACK\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-154399284,154399284,
jonasschnelli,2015-11-06T16:58:15Z,"Just synced a fresh node with this branch with `-debug=bench`. It took ~9h.\nStandard parameters (i didn't change `dbcache`).\nDebug log is here: https://bitcoin.jonasschnelli.ch/secp/debug.log (>300MB!).\n\nSystem: Quad Core Intel(R) Xeon(R) CPU E31245 @ 3.30GHz, 16GB Ram, 7200rpm disk.\n",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-154471932,154471932,
CodeShark,2015-11-06T22:59:20Z,Concept ACK\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-154569565,154569565,
gmaxwell,2015-11-06T23:27:18Z,"ACK.  I provided some nits, I consider them super minor and not blockers.\n\nAlso tested IBD w/ no checkpoints, reindex, reindex in valgrind, signmessage/verify message. Could not test derive, because we don't actually expose it.  \n",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-154575674,154575674,
jonasschnelli,2015-11-07T19:20:54Z,Unrepresentative non-scientific trivial IBD comparison with standard parameters:\nSystem Ressources see comment above. 1000MBit internet connection (server data center).\n\n**Current Master:**\n\n```\n2015-11-06 16:54:46 Bitcoin version v0.11.99.0-4ee149a (2015-11-05 23:39:48 +0100)\n--- snip ---\n2015-11-07 04:53:00 UpdateTip: new best=00000000000000000b48452a4825f7a171b7dcc4a4e63db523a39b9b33536,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-154741052,154741052,
gmaxwell,2015-11-08T19:12:35Z,"> Will do the same now with -dbcache=3000.\n\nFWIW, you need a coinscache around 5500 MB to actually have the UTXO in ram.  In that configuration with this patch _and checkpoints disabled_ I performed an IBD off the network in about three and a half hours:\n\n```\n2015-11-06 01:25:11 Bitcoin version v0.11.99.0-66c5214 (2015-11-05 21:19:41 +0100)\n...\n2015-11-06 05:04:32 UpdateTip: new best=000000",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-154858821,154858821,
jonasschnelli,2015-11-08T19:16:22Z,`-dbache=3000` benchmark:\n\n**current master**:\n2015-11-07 19:21:43 Bitcoin version v0.11.99.0-4ee149a (2015-11-05 23:39:48 +0100)\n2015-11-08 03:58:51 UpdateTip: new best=000000000000000009641f7a3734cfb9fe861c20a1aa77e8d1d6780913728bfe  height=382556 \n**Total: ~7h37'**\n\n**This PR**\n2015-11-08 12:06:24 Bitcoin version v0.11.99.0-332a5b0 (2015-11-06 08:30:43 +0100)\n2015-11-08 15:54:21 Update,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-154859033,154859033,
jonasschnelli,2015-11-09T08:17:14Z,`-dbcache=6000` with this PR:\n\n```\n2015-11-08 19:17:23 Bitcoin version v0.11.99.0-332a5b0 (2015-11-06 08:30:43 +0100)\n2015-11-08 22:39:21 UpdateTip: new best=000000000000000009641f7a3734cfb9fe861c20a1aa77e8d1d6780913728bfe  height=382556 \n```\n\n**Total: 3h22**\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-154993958,154993958,
jonasschnelli,2015-11-09T15:17:51Z,"Just encountered a possible issue:\n\nThe node running this PR is stuck on height 382748.\n\n```\n  {\n    ""height"": 382761,\n    ""hash"": ""00000000000000000a017d90eaf3bcffdc106a4606ab7e94880a506b1b7ca8a4"",\n    ""branchlen"": 13,\n    ""status"": ""headers-only""\n  }, \n  {\n    ""height"": 382748,\n    ""hash"": ""00000000000000001043ada919c3851e17876deca67acc19f365fab4a79bd59d"",\n    ""branchlen"": 0,\n    ",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-155093019,155093019,
morcos,2015-11-09T19:02:50Z,"I'm very in favor of this being merged, however I can't say I have reviewed this code or done specific testing.  I have however been using it over the last several months and never encountered a problem.\n",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-155156869,155156869,
petertodd,2015-11-09T19:21:12Z,"Re: libsecp256k1 testing, awesome work!\n\nIs there a document anywhere describing that process a bit more formally? It'd be good to have that to point people too. (particularly if you have enough time to make it repeatable by others)\n",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-155163735,155163735,
jonasschnelli,2015-11-10T08:08:12Z,"F.Y.I:\nThe problem above (https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-155093019) could be cured – as expected – with a bitcoind restart.\nI have bootstrapped another fresh mainnet node with this PR and `-dbcache=6000` and it didn't happen again.\nAnyways, the problem is/was very likely unrelated to this PR.\n",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-155353027,155353027,
jonasschnelli,2015-11-10T10:44:14Z,**Tested & Code-Review ACK.**\n\nDid serval IBD's and running nodes with this PR since 3 days without problems (expect the one that is not related to this PR). Attached my OSX leaks detector during IBD and -verifyblocks=288 phase (can only collect the BDB leaks).\n\n+1 for next step to fully remove the openssl dependency by replacing `RandAddSeed()` and co. with something like #5885 (wallet AES co,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-155385800,155385800,
laanwj,2015-11-10T14:42:51Z,"Reindex up to block 380912 w/ dbcache=8000 took 3.2 hours with this patch, 8.0 hours without.\n",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-155438100,155438100,
jtimon,2015-11-10T16:18:14Z,Concept ACK. I've been waiting for this.\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-155470311,155470311,
gmaxwell,2015-11-11T01:30:59Z,This needs more people to review the integration code before it can be merged. (Enough benchmarks.)\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-155625688,155625688,
sipa,2015-11-11T06:11:04Z,Rebased on top of #6983 and nits addressed.\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-155678941,155678941,
jonasschnelli,2015-11-11T08:34:07Z,The DIFF is huge because of the squashes libsecp256k1 git subtree. The integration code (first couple of files in the diff) can be reviewed with a fair amount of effort. One shouldn't be discourage because of the large diff.\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-155703318,155703318,
sipa,2015-11-11T08:35:41Z,@jonasschnelli Or just look at the individual commits.\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-155703646,155703646,
sipa,2015-11-13T15:55:58Z,Rebased.\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-156471843,156471843,
laanwj,2015-11-13T17:08:50Z,Code review ACK\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-156490315,156490315,
gmaxwell,2015-11-13T20:02:19Z,"This pull could write the release notes too, see comments for benchmark numbers. :)\n",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-156542635,156542635,
gmaxwell,2015-11-14T05:58:43Z,I can also confirm this makes Bitcoin work on unmodified RHEL7.\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-156641327,156641327,
jtimon,2015-11-15T12:46:28Z,"I cannot give an utACK because I'm not trying to understand everything that is done here.\nBut I reviewed the parts is easy for me to understand and I would utACK those parts (modulo my ""put secp256k1_context_verify inside ECCVerifyHandle"" nit).\n",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-156809318,156809318,
sipa,2015-11-15T14:58:24Z,Addressed some nits.\n,https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-156816215,156816215,
laanwj,2015-11-16T12:24:19Z,"Bikeshedding over different (but semantically equivalent) syntax can happen later. I'd like to move forward with this, to make sure it ends up in 0.12 and to save @sipa the work of rebasing this every time.\n\nFurther testing and review will probably only happen anyway when this is merged.\n",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-157012126,157012126,
jtimon,2015-11-16T14:18:01Z,"Sure, my non-addressed suggestion was too disruptive to make this happen fast and it's not a priority.\nI'm glad that this got merged like this, but I'm also glad that my suggestion doesn't seem crazy either.\n",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-157044176,157044176,
Aquentus,2015-12-23T21:52:24Z,"Is there proper and academic documentation for these proposed changes and is there a BIP?\n\nThis isn't solely a code change, in my opinion. New algorithms are being proposed towards some of the most fundamental aspects of bitcoin - signature validation. As we all know, things can go terribly wrong in this space and unfortunately it is not even knowable what can go wrong. \n\nCertain experts have ",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-166998024,166998024,
luke-jr,2015-12-24T01:18:46Z,"@Aquentus While I agree with your concerns, I am not sure this needs a BIP beyond BIP 66. The review of libsecp256k1 (which included comparison of results with the current consensus-protocol OpenSSL verification) turned up serious consensus-failure bugs in OpenSSL which BIP 66 solved. When review of the new code has fixed de facto problems in the old code, I think it demonstrates a clear higher st",https://github.com/bitcoin/bitcoin/pull/6954#issuecomment-167018158,167018158,
