DrahtBot,2020-01-02 05:27:25,"<!--e57a25ab6845829454e8d69fc972939a-->\n\nThe following sections might be updated with supplementary metadata relevant to reviewers and maintainers.\n\n<!--174a7506f384e20aa4161008e828411d-->\n### Conflicts\nReviewers, this pull request conflicts with the following ones:\n\n* [#17889](https://drahtbot.github.io/bitcoin_core_issue_redirect/r/17889.html) (wallet: Improve CWallet:MarkDestinationsDir",https://github.com/bitcoin/bitcoin/pull/17843#issuecomment-570121251,570121251,
fjahr,2020-01-06 19:02:33,"done, also reworded it to be more general",https://github.com/bitcoin/bitcoin/pull/17843#discussion_r363434585,363434585,src/wallet/wallet.cpp
achow101,2020-01-06 22:06:40,nit: extra line,https://github.com/bitcoin/bitcoin/pull/17843#discussion_r363505945,363505945,src/wallet/wallet.cpp
achow101,2020-01-06 22:28:53,"```\nbool dirty = false;\nfor (int i = 0; i < AMOUNTTYPE_ENUM_ELEMENTS; ++i) {\n    dirty |= wtx.m_amounts[i].m_cached.none();\n|\nif (dirty) continue;\n```\nshould work.\n\n`CachableAmount` has `std::bitset m_cached` which sets various bits when something is cached. If no bits are set (checked with `none()`), nothing is cached so it is dirty and can thus be skipped.",https://github.com/bitcoin/bitcoin/pull/17843#discussion_r363513805,363513805,src/wallet/wallet.cpp
promag,2020-01-06 23:15:38,"nit, add `{}`.",https://github.com/bitcoin/bitcoin/pull/17843#discussion_r363527660,363527660,src/wallet/wallet.cpp
promag,2020-01-06 23:26:41,"@achow101 nice, and what about `fChangeCached`?\n\nMaybe this can be done next to not scope creep, could also add a `bool CWalletTx::m_is_dirty` to avoid going thru m_amounts.",https://github.com/bitcoin/bitcoin/pull/17843#discussion_r363530694,363530694,src/wallet/wallet.cpp
promag,2020-01-06 23:32:46,Add annotation `EXCLUSIVE_LOCKS_REQUIRED(cs_wallet)` and remove recursive lock in L3149.,https://github.com/bitcoin/bitcoin/pull/17843#discussion_r363532261,363532261,src/wallet/wallet.h
achow101,2020-01-07 00:06:58,`fChangeCached` is only for computing the change amounts and isn't used by `GetCachableAmount` which is what we care about for marking a tx as dirty. I agree that we should follow that same model and have a variable to indicate whether the tx is marked dirty.,https://github.com/bitcoin/bitcoin/pull/17843#discussion_r363540446,363540446,src/wallet/wallet.cpp
promag,2020-01-07 13:44:07,Actually shouldn't the check be `&= wtx.m_amounts[i].m_cached.none()`? If all amounts are empty then no need to extract+markdirty?,https://github.com/bitcoin/bitcoin/pull/17843#discussion_r363752843,363752843,src/wallet/wallet.cpp
promag,2020-01-08 01:11:18,"> I agree that we should follow that same model and have a variable to indicate whether the tx is marked dirty.\n\n@achow101 done in #17889.",https://github.com/bitcoin/bitcoin/pull/17843#discussion_r364025893,364025893,src/wallet/wallet.cpp
fjahr,2020-01-08 17:44:37,"Implement it, as @promag noted the check actually needed to look that all the cached values are reset, so I did that and restructed it a bit as well.",https://github.com/bitcoin/bitcoin/pull/17843#discussion_r364358796,364358796,src/wallet/wallet.cpp
fjahr,2020-01-08 17:45:17,done,https://github.com/bitcoin/bitcoin/pull/17843#discussion_r364359070,364359070,src/wallet/wallet.h
fjahr,2020-01-08 17:45:30,done,https://github.com/bitcoin/bitcoin/pull/17843#discussion_r364359162,364359162,src/wallet/wallet.cpp
fjahr,2020-01-08 17:45:41,fixed,https://github.com/bitcoin/bitcoin/pull/17843#discussion_r364359265,364359265,src/wallet/wallet.cpp
promag,2020-01-08 20:43:16,I think you could revert this latest change considering what's done in #17889.,https://github.com/bitcoin/bitcoin/pull/17843#discussion_r364434141,364434141,src/wallet/wallet.cpp
kallewoof,2020-01-10 01:32:38,"Why is reused sum 1 and not 6? All of the UTXOs should be counted as reused except the change back to self (if any?).\n\nAlso assert_balances should be ~all used, no?",https://github.com/bitcoin/bitcoin/pull/17843#discussion_r365038506,365038506,test/functional/wallet_avoidreuse.py
fjahr,2020-01-10 18:00:40,"There are 11 outputs of 1 BTC at the address and 10 are summed up in a group (`OUTPUT_GROUP_MAX_ENTRIES`) which is then being used for the inputs. So only one output of 1 BTC is left at the address, 5 BTC have been sent to `ret_addr` and 5 BTC are in a change address which is trusted (`total_sum=6`).",https://github.com/bitcoin/bitcoin/pull/17843#discussion_r365358579,365358579,test/functional/wallet_avoidreuse.py
kallewoof,2020-01-11 01:38:46,You're right. Thanks for explaining.,https://github.com/bitcoin/bitcoin/pull/17843#discussion_r365488651,365488651,test/functional/wallet_avoidreuse.py
kallewoof,2020-01-11 01:44:06,The comment should be updated to reflect the fact there are now multiple destinations.,https://github.com/bitcoin/bitcoin/pull/17843#discussion_r365489047,365489047,src/wallet/wallet.h
fjahr,2020-01-13 12:42:35,"thanks, updated",https://github.com/bitcoin/bitcoin/pull/17843#discussion_r365783366,365783366,src/wallet/wallet.h
