DrahtBot,2019-07-06 21:19:06,"<!--e57a25ab6845829454e8d69fc972939a-->\n\nThe following sections might be updated with supplementary metadata relevant to reviewers and maintainers.\n\n<!--174a7506f384e20aa4161008e828411d-->\n### Conflicts\nReviewers, this pull request conflicts with the following ones:\n\n* [#10102](https://drahtbot.github.io/bitcoin_core_issue_redirect/r/10102.html) ([experimental] Multiprocess bitcoin by ryan",https://github.com/bitcoin/bitcoin/pull/16349#issuecomment-508954326,508954326,
jonasschnelli,2019-08-12 12:15:26,utACK 6285a318d77dbfdf50f893963ebfb2973746f757,https://github.com/bitcoin/bitcoin/pull/16349#issuecomment-520400456,520400456,
promag,2019-07-09 13:05:58,Could keep this comment.,https://github.com/bitcoin/bitcoin/pull/16349#discussion_r301574549,301574549,src/qt/walletcontroller.cpp
promag,2019-07-09 13:08:45,"Just to be clear, this would work even without `qRegisterMetaType<WalletModel*>()` added in #16348?",https://github.com/bitcoin/bitcoin/pull/16349#discussion_r301575906,301575906,src/qt/walletcontroller.cpp
hebasto,2019-07-09 13:19:28,Yes.,https://github.com/bitcoin/bitcoin/pull/16349#discussion_r301580912,301580912,src/qt/walletcontroller.cpp
hebasto,2019-07-09 13:27:37,Done.,https://github.com/bitcoin/bitcoin/pull/16349#discussion_r301585287,301585287,src/qt/walletcontroller.cpp
ryanofsky,2019-07-09 14:55:21,"This comment is very vague. In particular it's not clear what ""handler callback runs in a different thread"" is referring to. If I'm understanding this correctly, I think a comment that specifically says which threads the object is being moved to and from would be more helpful:\n\n```c++\n// Move WalletModel object to the thread that created the WalletController\n// object (GUI main thread), in",https://github.com/bitcoin/bitcoin/pull/16349#discussion_r301632632,301632632,src/qt/walletcontroller.cpp
ryanofsky,2019-07-09 15:16:47,"Curious: Is this `setParent` call actually necessary for anything? Maybe consider dropping it or adding a comment that says why it's useful.\n\nIf you will keep this line, it'd also be helpful to have a comment explaining why we are passing `parent=nullptr` to the constructor above, and then changing the parent later. I am guessing from https://doc.qt.io/qt-5/qobject.html#thread-affinity, that i",https://github.com/bitcoin/bitcoin/pull/16349#discussion_r301644943,301644943,src/qt/walletcontroller.cpp
ryanofsky,2019-07-09 15:32:26,It seems like this comment is obsolete and should be dropped.,https://github.com/bitcoin/bitcoin/pull/16349#discussion_r301653309,301653309,src/qt/walletcontroller.cpp
ryanofsky,2019-07-09 15:34:41,"It seems good to get rid of this, but I can't figure out why it was ever necessary to call addWallet here with invokeMethod instead of directly.",https://github.com/bitcoin/bitcoin/pull/16349#discussion_r301654534,301654534,src/qt/walletcontroller.cpp
promag,2019-07-09 16:25:40,"Exactly, can't set parent on constructor because parent thread can be different.\n\n`setParent` is not necessary at the moment because (afaict) the wallet is always unloaded here:\nhttps://github.com/bitcoin/bitcoin/blob/8046a3e0befeea641b6309bc0c742b7481e681d9/src/qt/walletcontroller.cpp#L104\n\nHowever I think it's good habit to set ownership, so at least the following would release all mod",https://github.com/bitcoin/bitcoin/pull/16349#discussion_r301679192,301679192,src/qt/walletcontroller.cpp
hebasto,2019-07-13 17:33:40,PR description has been updated.,https://github.com/bitcoin/bitcoin/pull/16349#discussion_r303212806,303212806,src/qt/walletcontroller.cpp
hebasto,2019-07-13 17:36:39,"Agree, but I'd leave it to preserve ACKs.",https://github.com/bitcoin/bitcoin/pull/16349#discussion_r303212903,303212903,src/qt/walletcontroller.cpp
hebasto,2019-07-13 17:40:15,"> This comment is very vague.\n\nAgree, but I'd leave it to preserve ACKs.",https://github.com/bitcoin/bitcoin/pull/16349#discussion_r303213007,303213007,src/qt/walletcontroller.cpp
